,chords
370506,"['C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C']"
371066,"['G', 'Amin', 'C', 'G', 'Amin', 'D', 'Amin', 'D', 'G', 'Emin', 'C', 'Amin', 'G', 'Amin', 'D', 'G', 'Amin', 'D', 'Amin', 'D', 'G', 'Emin', 'C', 'Amin', 'G', 'D', 'G', 'Amin', 'D', 'Amin', 'D', 'G', 'Emin', 'C', 'Amin', 'G', 'Amin', 'D', 'G', 'Amin', 'D', 'Amin', 'D', 'G', 'Emin', 'C', 'Amin', 'G', 'D', 'G', 'Emin', 'C', 'Amin', 'G', 'D', 'G', 'Amin', 'C', 'G']"
371641,"['D', 'G', 'D', 'Bmin7', 'D', 'G', 'D', 'Bmin7', 'D', 'G', 'Bmin7', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'D', 'G', 'D', 'Bmin7', 'D', 'G', 'D', 'Bmin7', 'D', 'G', 'Bmin7', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'D', 'G', 'Bmin7', 'D', 'G', 'Bmin7', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G']"
372700,"['D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G']"
373677,"['D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D']"
377579,"['D', 'G', 'A', 'Bmin', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'A', 'Bmin', 'D', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'G', 'D', 'G', 'A', 'Bmin', 'D', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'G', 'A', 'G', 'A', 'G', 'A', 'G', 'D', 'G', 'A', 'Bmin', 'D', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A']"
383681,"['F', 'C', 'F', 'C', 'Amin', 'G', 'C', 'G', 'Amin', 'G', 'F', 'C', 'Emin', 'Amin', 'G', 'F', 'G', 'C', 'Emin', 'Amin', 'G', 'F', 'Amin', 'G', 'C', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C', 'G', 'Amin', 'G', 'F', 'G', 'C']"
385585,"['G', 'C', 'G', 'C', 'Amin', 'D', 'Emin', 'A', 'Emin', 'A', 'D', 'G', 'D', 'G']"
388326,"['D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'Amin', 'Amin7', 'C', 'C', 'C', 'Csus2', 'G', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'C', 'C', 'Csus2', 'G', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'C', 'C', 'Csus2', 'G', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'C', 'C', 'Csus2', 'G', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'C', 'C', 'Csus2', 'G', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'D', 'Dsus4', 'D', 'Amin7', 'Amin', 'Amin7', 'D', 'A', 'Emin', 'G', 'A', 'D', 'A', 'Emin', 'G', 'A']"
391471,"['Gs', 'Cmin', 'Cs', 'Gs', 'Cmin', 'Cs', 'Gs', 'Cs', 'Fmin', 'Ds', 'Gs', 'Cmin', 'Cs', 'Gs', 'Cmin', 'Cs', 'Gs', 'Cs', 'Fmin', 'Ds', 'Cs', 'Fmin', 'Ds', 'Gs', 'Cs', 'Fmin', 'Ds', 'Gs', 'Cs', 'Fmin', 'Cs', 'Gs']"
402133,"['C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'Amin', 'C', 'F', 'C', 'Amin', 'F']"
402399,"['D', 'A', 'Emin', 'G', 'D', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'G', 'D', 'A', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'G', 'F', 'C', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Cadd9', 'G', 'D', 'Emin7', 'Amin', 'Amin', 'Fmaj7', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G', 'D', 'Amin', 'Emin', 'G']"
403826,"['C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'G', 'F', 'G', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'C', 'F', 'Amin', 'G', 'F', 'C', 'F', 'Amin', 'G', 'F', 'C', 'F', 'Amin', 'G', 'F', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'F', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'Amin', 'Emin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G']"
404873,"['D', 'Bmin', 'G', 'D', 'A', 'D', 'Bmin', 'G', 'D', 'A', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'G', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'Bmin', 'A', 'Dsus4', 'D', 'Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'A', 'D', 'Bmin', 'G', 'D', 'A', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'G', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'Bmin', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'D', 'A', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'G', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'D', 'G', 'D']"
405821,"['G', 'Emin', 'Cadd9', 'D', 'G', 'Emin', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'Emin', 'D', 'G', 'D', 'E7', 'D', 'G', 'Cadd9', 'D', 'G', 'Emin', 'Cadd9', 'D', 'Emin', 'Cadd9', 'Emin', 'Cadd9', 'Amin', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'Emin', 'D', 'Emin', 'D', 'Emin', 'G', 'Emin', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'G', 'D']"
405938,"['Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Amin', 'G', 'Emin', 'F', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Amin', 'G', 'F', 'Dmin', 'Amin', 'G', 'F', 'Dmin', 'C', 'Dmin', 'Amin', 'F', 'C', 'Dmin', 'Amin', 'F', 'Dmin', 'Amin']"
405977,"['Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin', 'C', 'G', 'D', 'Amin']"
407677,"['F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'D', 'A', 'Bmin', 'G', 'D', 'G', 'Bmin', 'G', 'D', 'G', 'Bmin', 'A', 'G', 'A', 'Bmin', 'D', 'G', 'A', 'Bmin', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'A', 'D', 'Fs', 'Cs', 'Dsmin', 'B', 'Fs', 'Cs', 'Dsmin', 'B', 'Fs', 'Cs', 'Dsmin', 'B', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'B', 'Dsmin', 'B', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'Dsmin', 'B', 'Cs', 'Fs', 'Cs', 'F', 'Dmin', 'Bb', 'C7sus4', 'C', 'F', 'Dmin', 'Bb', 'C', 'Bb', 'C', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'Dmin', 'Gmin', 'Bb', 'F', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Amin', 'C', 'G', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'Dsmin', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'Dsmin', 'Cs', 'B', 'Fs', 'Cs', 'Dsmin', 'E', 'B', 'Dsmin', 'Gsmin', 'Cs', 'Fs', 'Cs', 'Dsmin', 'E', 'B', 'Dsmin', 'Gsmin', 'Cs', 'Fs', 'E', 'B', 'Gsmin', 'Cs', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'B', 'Fs', 'Cs', 'Dsmin', 'Cs', 'B', 'Fs', 'Cs', 'Dsmin', 'Cs', 'B', 'Fs', 'Cs', 'Dsmin', 'Cs', 'B']"
408511,"['F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'F', 'Bb', 'C', 'G', 'Bmin', 'Emin', 'C', 'G', 'Bmin', 'Emin', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D', 'Emin', 'D', 'C', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'C', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'F', 'Amin', 'G', 'F', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'G', 'A', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'D', 'G', 'Bmin', 'Emin', 'A', 'D', 'A', 'Bmin', 'D', 'G', 'Bmin', 'Emin', 'A', 'D', 'A', 'Bmin', 'G', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'Bmin', 'G', 'A', 'D', 'A', 'G', 'A', 'Bmin', 'A', 'D', 'A', 'D', 'A', 'G', 'A', 'Bmin', 'A', 'D', 'A', 'Gmaj7', 'D', 'A', 'Gmaj7', 'D', 'A', 'Emin7', 'Gmaj7', 'D', 'Emin7', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A', 'Fsmin', 'G', 'D', 'A', 'Fsmin', 'G', 'D', 'A', 'Fsmin', 'G', 'D', 'A', 'Fsmin', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'Amin', 'G', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F', 'C', 'G', 'Dmin', 'F']"
415061,"['F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'Dmin', 'Emin', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'Dmin', 'Emin', 'F', 'C', 'Dmin', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G', 'F', 'C', 'G']"
423691,"['C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'Amin', 'G', 'Fmaj7', 'Dmin', 'Fmaj7', 'G', 'C', 'Fmaj7', 'C', 'Fmaj7', 'Amin', 'D', 'Fmaj7', 'C', 'Amin', 'D', 'Fmaj7', 'C', 'Amin', 'G', 'Fmaj7', 'Dmin', 'Fmaj7', 'G', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'C', 'Fmaj7', 'Amin', 'G', 'Fmaj7', 'Dmin', 'Fmaj7', 'G', 'C', 'Fmaj7', 'Amin', 'G', 'Fmaj7', 'Dmin', 'Fmaj7', 'G', 'C']"
425716,"['D', 'Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'A', 'D', 'Bmin', 'G', 'D', 'A', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'G', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'D', 'A', 'G', 'Bmin', 'A', 'D', 'Bmin', 'G', 'D', 'Bmin', 'G', 'D', 'A', 'D', 'Bmin', 'G', 'D', 'A', 'Bmin', 'A', 'D', 'G', 'Bmin', 'A', 'G', 'D', 'Fsmin', 'G', 'D', 'A', 'D', 'Fsmin', 'G', 'D', 'A', 'G', 'Bmin', 'A', 'D', 'Bmin', 'G', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'D', 'A', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A', 'Bmin', 'G', 'D', 'A']"
442000,"['G', 'Bmin', 'A', 'G', 'Bmin', 'A', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'A', 'D', 'A', 'Emin', 'G', 'Bmin', 'A', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'Bmin', 'A', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Bmin', 'A', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'D', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'D', 'A', 'Emin', 'G', 'Emin', 'G', 'A', 'D', 'A', 'Emin']"
449467,"['C', 'G', 'D', 'F', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'F', 'G', 'C', 'G', 'Amin', 'F', 'G', 'C', 'G', 'Amin', 'F', 'G', 'C', 'G', 'Amin', 'F', 'G', 'C', 'G', 'Amin', 'F', 'G', 'C', 'G', 'Amin', 'F', 'G', 'C', 'G', 'Amin', 'F', 'G', 'C']"
500357,"['G', 'Emin7', 'Cadd9', 'D', 'D', 'A', 'G', 'Emin7', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'Cadd9', 'D', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'A', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'Cadd9', 'D', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'A', 'Cadd9', 'D', 'G', 'Emin7', 'A', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'Cadd9', 'D', 'G', 'D', 'Emin7', 'A', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'G', 'Emin7', 'Cadd9', 'D', 'G']"
505581,"['F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Bb', 'F', 'C', 'Bb', 'Gmin', 'Bb', 'Gmin', 'Bb', 'C', 'F', 'C', 'Bb', 'F', 'C', 'Bb', 'Gmin', 'Bb', 'C', 'F', 'C', 'Bb', 'F', 'C', 'Bb', 'Gmin', 'Bb', 'Gmin', 'Bb', 'C', 'F', 'C', 'Bb', 'F', 'C', 'Bb', 'Gmin', 'Bb', 'C', 'Dmin', 'F', 'Bb', 'C', 'Dmin', 'F', 'Gmin', 'Bb', 'F', 'C', 'Bb', 'F', 'C', 'Bb', 'Gmin', 'Bb', 'C', 'F', 'C', 'Gmin', 'Bb', 'F', 'C', 'Gmin']"
506209,"['G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'Emin', 'C', 'D', 'G', 'Emin', 'C', 'D', 'G', 'D', 'Emin', 'C', 'G', 'D', 'Emin', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G', 'Emin', 'D', 'C', 'G']"
524177,"['C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'Amin', 'F', 'C', 'G', 'Amin', 'F', 'C', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C', 'F', 'Amin', 'G', 'C']"
524179,"['F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C', 'Amin', 'F', 'G', 'C']"
